qid,lang,title,url
Q2019,eml,2005,https://eml.wikipedia.org/wiki/2005
Q2021,eml,2006,https://eml.wikipedia.org/wiki/2006
Q2024,eml,2007,https://eml.wikipedia.org/wiki/2007
Q2004,eml,2008,https://eml.wikipedia.org/wiki/2008
Q1996,eml,2009,https://eml.wikipedia.org/wiki/2009
Q1995,eml,2010,https://eml.wikipedia.org/wiki/2010
Q18400,eml,Alatri,https://eml.wikipedia.org/wiki/Alatri
Q184,eml,Bielurùsia,https://eml.wikipedia.org/wiki/Bielur%C3%B9sia
Q1891,eml,Bulåggna,https://eml.wikipedia.org/wiki/Bul%C3%A5ggna
Q1845,eml,Bébia,https://eml.wikipedia.org/wiki/B%C3%A9bia
Q1903,eml,Catania,https://eml.wikipedia.org/wiki/Catania
Q176,eml,Chebèch,https://eml.wikipedia.org/wiki/Cheb%C3%A8ch
Q1880,eml,Concepción,https://eml.wikipedia.org/wiki/Concepci%C3%B3n
Q188500,eml,Elisha Cuthbert,https://eml.wikipedia.org/wiki/Elisha_Cuthbert
Q191,eml,Estògna,https://eml.wikipedia.org/wiki/Est%C3%B2gna
Q190897,eml,Fier,https://eml.wikipedia.org/wiki/Fier
Q2044,eml,Fiuränza,https://eml.wikipedia.org/wiki/Fiur%C3%A4nza
Q1794,eml,Francfòrt,https://eml.wikipedia.org/wiki/Francf%C3%B2rt
Q183,eml,Germâgna,https://eml.wikipedia.org/wiki/Germ%C3%A2gna
Q17,eml,Giapòṅ,https://eml.wikipedia.org/wiki/Giap%C3%B2%E1%B9%85
Q21198,eml,Informàtica,https://eml.wikipedia.org/wiki/Inform%C3%A0tica
Q1860,eml,Inglés,https://eml.wikipedia.org/wiki/Ingl%C3%A9s
Q189,eml,Islanda,https://eml.wikipedia.org/wiki/Islanda
Q1959,eml,Końskowola,https://eml.wikipedia.org/wiki/Ko%C5%84skowola
Q210197,eml,Kukës,https://eml.wikipedia.org/wiki/Kuk%C3%ABs
Q19814,eml,Languv latén,https://eml.wikipedia.org/wiki/Languv_lat%C3%A9n
Q19697,eml,Motorhead,https://eml.wikipedia.org/wiki/Motorhead
Q217096,eml,Naruhito,https://eml.wikipedia.org/wiki/Naruhito
Q20,eml,Nurvégia,https://eml.wikipedia.org/wiki/Nurv%C3%A9gia
Q19581,eml,Rafael Correa,https://eml.wikipedia.org/wiki/Rafael_Correa
Q213,eml,Repùblica Céca,https://eml.wikipedia.org/wiki/Rep%C3%B9blica_C%C3%A9ca
Q18013,eml,Sacramento (Califòrgna),https://eml.wikipedia.org/wiki/Sacramento_(Calif%C3%B2rgna)
Q193,eml,Satûren,https://eml.wikipedia.org/wiki/Sat%C3%BBren
Q188,eml,Tedèsch,https://eml.wikipedia.org/wiki/Ted%C3%A8sch
Q212,eml,Ucragna,https://eml.wikipedia.org/wiki/Ucragna
Q1859,eml,Vera Césa ed Gesù,https://eml.wikipedia.org/wiki/Vera_C%C3%A9sa_ed_Ges%C3%B9
Q1877,eml,Đồng Hới,https://eml.wikipedia.org/wiki/%C4%90%E1%BB%93ng_H%E1%BB%9Bi
Q196163,eml,Łobez,https://eml.wikipedia.org/wiki/%C5%81obez
Q215,eml,Śluvègna,https://eml.wikipedia.org/wiki/%C5%9Aluv%C3%A8gna
Q2479,eml,1975,https://eml.wikipedia.org/wiki/1975
Q2437,eml,1981,https://eml.wikipedia.org/wiki/1981
Q2436,eml,1982,https://eml.wikipedia.org/wiki/1982
Q2432,eml,1984,https://eml.wikipedia.org/wiki/1984
Q2431,eml,1985,https://eml.wikipedia.org/wiki/1985
Q2425,eml,1989,https://eml.wikipedia.org/wiki/1989
Q222,eml,Albanî,https://eml.wikipedia.org/wiki/Alban%C3%AE
Q228,eml,Andårra (Principä),https://eml.wikipedia.org/wiki/And%C3%A5rra_(Princip%C3%A4)
Q283,eml,Aqua,https://eml.wikipedia.org/wiki/Aqua
Q227,eml,Azerbaigiàn,https://eml.wikipedia.org/wiki/Azerbaigi%C3%A0n
Q2386011,eml,Bochotnica,https://eml.wikipedia.org/wiki/Bochotnica
Q2844,eml,Brasilia,https://eml.wikipedia.org/wiki/Brasilia
Q2841,eml,Bugutà,https://eml.wikipedia.org/wiki/Bugut%C3%A0
Q219,eml,Bulgarìa,https://eml.wikipedia.org/wiki/Bulgar%C3%ACa
Q225,eml,Bòśgna-Erśegòvina,https://eml.wikipedia.org/wiki/B%C3%B2%C5%9Bgna-Er%C5%9Beg%C3%B2vina
Q224,eml,Cruàsia,https://eml.wikipedia.org/wiki/Cru%C3%A0sia
Q298,eml,Cîl,https://eml.wikipedia.org/wiki/C%C3%AEl
Q22686,eml,Donald Trump,https://eml.wikipedia.org/wiki/Donald_Trump
Q2736,eml,Fólbar,https://eml.wikipedia.org/wiki/F%C3%B3lbar
Q230,eml,Geòrgia,https://eml.wikipedia.org/wiki/Ge%C3%B2rgia
Q302,eml,Geṡü,https://eml.wikipedia.org/wiki/Ge%E1%B9%A1%C3%BC
Q21,eml,Inghiltèra,https://eml.wikipedia.org/wiki/Inghilt%C3%A8ra
Q2316,eml,Kurów,https://eml.wikipedia.org/wiki/Kur%C3%B3w
Q233,eml,Malta,https://eml.wikipedia.org/wiki/Malta
Q308,eml,Mercûri,https://eml.wikipedia.org/wiki/Merc%C3%BBri
Q2831,eml,Michael Jackson,https://eml.wikipedia.org/wiki/Michael_Jackson
Q29364,eml,Montgomery (Alabàma),https://eml.wikipedia.org/wiki/Montgomery_(Alab%C3%A0ma)
Q26426,eml,Montpelier (Vermònt),https://eml.wikipedia.org/wiki/Montpelier_(Verm%C3%B2nt)
Q236,eml,Mòntnégar,https://eml.wikipedia.org/wiki/M%C3%B2ntn%C3%A9gar
Q2634,eml,Nâpol,https://eml.wikipedia.org/wiki/N%C3%A2pol
Q23441,eml,Octave Mirbeau,https://eml.wikipedia.org/wiki/Octave_Mirbeau
Q23393,eml,Pader noster,https://eml.wikipedia.org/wiki/Pader_noster
Q2656,eml,Palèrum,https://eml.wikipedia.org/wiki/Pal%C3%A8rum
Q218,eml,Rumania,https://eml.wikipedia.org/wiki/Rumania
Q220,eml,Råmma,https://eml.wikipedia.org/wiki/R%C3%A5mma
Q238,eml,San Marein,https://eml.wikipedia.org/wiki/San_Marein
Q2887,eml,Santiâg,https://eml.wikipedia.org/wiki/Santi%C3%A2g
Q237,eml,Sitê dal Vaticân,https://eml.wikipedia.org/wiki/Sit%C3%AA_dal_Vatic%C3%A2n
Q29,eml,Spaggna,https://eml.wikipedia.org/wiki/Spaggna
Q30,eml,Stat Unî,https://eml.wikipedia.org/wiki/Stat_Un%C3%AE
Q309,eml,Stòria,https://eml.wikipedia.org/wiki/St%C3%B2ria
Q2751,eml,Séna,https://eml.wikipedia.org/wiki/S%C3%A9na
Q223495,eml,The Carpenters,https://eml.wikipedia.org/wiki/The_Carpenters
Q2,eml,Tèra,https://eml.wikipedia.org/wiki/T%C3%A8ra
Q28,eml,Ungherî,https://eml.wikipedia.org/wiki/Ungher%C3%AE
Q2495760,eml,Universidade do Estado de Minas Gerais,https://eml.wikipedia.org/wiki/Universidade_do_Estado_de_Minas_Gerais
Q26319,eml,Universitê Niccolò Cusano,https://eml.wikipedia.org/wiki/Universit%C3%AA_Niccol%C3%B2_Cusano
Q270,eml,Varsàvia,https://eml.wikipedia.org/wiki/Vars%C3%A0via
Q352,eml,Adolf Hitler,https://eml.wikipedia.org/wiki/Adolf_Hitler
Q399,eml,Armègna,https://eml.wikipedia.org/wiki/Arm%C3%A8gna
Q3863,eml,Asteròid,https://eml.wikipedia.org/wiki/Aster%C3%B2id
Q333,eml,Astronomî,https://eml.wikipedia.org/wiki/Astronom%C3%AE
Q408,eml,Austràglia,https://eml.wikipedia.org/wiki/Austr%C3%A0glia
Q3519,eml,Bari,https://eml.wikipedia.org/wiki/Bari
Q383541,eml,Basshunter,https://eml.wikipedia.org/wiki/Basshunter
Q31,eml,Bélgi,https://eml.wikipedia.org/wiki/B%C3%A9lgi
Q35135,eml,Catalão,https://eml.wikipedia.org/wiki/Catal%C3%A3o
Q35,eml,Danimàrca,https://eml.wikipedia.org/wiki/Danim%C3%A0rca
Q33,eml,Finlàndia,https://eml.wikipedia.org/wiki/Finl%C3%A0ndia
Q38,eml,Itâglia,https://eml.wikipedia.org/wiki/It%C3%A2glia
Q34600,eml,Kyōto,https://eml.wikipedia.org/wiki/Ky%C5%8Dto
Q397,eml,Latèin,https://eml.wikipedia.org/wiki/Lat%C3%A8in
Q347,eml,Liechtenstein,https://eml.wikipedia.org/wiki/Liechtenstein
Q37,eml,Lituàgna,https://eml.wikipedia.org/wiki/Litu%C3%A0gna
Q32,eml,Lussembûrgh,https://eml.wikipedia.org/wiki/Lussemb%C3%BBrgh
Q33000,eml,Lèngva di sègn britànica,https://eml.wikipedia.org/wiki/L%C3%A8ngva_di_s%C3%A8gn_brit%C3%A0nica
Q33302,eml,Lèngva di sègn francéśa,https://eml.wikipedia.org/wiki/L%C3%A8ngva_di_s%C3%A8gn_franc%C3%A9%C5%9Ba
Q375619,eml,Lèngva di sègn itagliàna,https://eml.wikipedia.org/wiki/L%C3%A8ngva_di_s%C3%A8gn_itagli%C3%A0na
Q36239,eml,Lèngva di sègn neośelandéśa,https://eml.wikipedia.org/wiki/L%C3%A8ngva_di_s%C3%A8gn_neo%C5%9Beland%C3%A9%C5%9Ba
Q33282,eml,Lèngva di sègn tedèsca,https://eml.wikipedia.org/wiki/L%C3%A8ngva_di_s%C3%A8gn_ted%C3%A8sca
Q405,eml,Lóṅna,https://eml.wikipedia.org/wiki/L%C3%B3%E1%B9%85na
Q3847714,eml,Marianna Madia,https://eml.wikipedia.org/wiki/Marianna_Madia
Q332,eml,Netón,https://eml.wikipedia.org/wiki/Net%C3%B3n
Q33959,eml,Nisa,https://eml.wikipedia.org/wiki/Nisa
Q35109,eml,Noemi,https://eml.wikipedia.org/wiki/Noemi
Q34863,eml,Oklahoma City,https://eml.wikipedia.org/wiki/Oklahoma_City
Q4035,eml,Osasco,https://eml.wikipedia.org/wiki/Osasco
Q361,eml,Prémma guèra mundièl,https://eml.wikipedia.org/wiki/Pr%C3%A9mma_gu%C3%A8ra_mundi%C3%A8l
Q36,eml,Pulógna,https://eml.wikipedia.org/wiki/Pul%C3%B3gna
Q34001,eml,Roubaix,https://eml.wikipedia.org/wiki/Roubaix
Q30974,eml,Rouen,https://eml.wikipedia.org/wiki/Rouen
Q33976,eml,Sardagnaul,https://eml.wikipedia.org/wiki/Sardagnaul
Q362,eml,Secånda guèra mundièl,https://eml.wikipedia.org/wiki/Sec%C3%A5nda_gu%C3%A8ra_mundi%C3%A8l
Q36198,eml,Siligo,https://eml.wikipedia.org/wiki/Siligo
Q39,eml,Svézzra,https://eml.wikipedia.org/wiki/Sv%C3%A9zzra
Q403,eml,Sèrbia,https://eml.wikipedia.org/wiki/S%C3%A8rbia
Q33986,eml,Valparaiso,https://eml.wikipedia.org/wiki/Valparaiso
Q313,eml,Vèner (astronoméia),https://eml.wikipedia.org/wiki/V%C3%A8ner_(astronom%C3%A9ia)
Q40,eml,Àustria,https://eml.wikipedia.org/wiki/%C3%80ustria
Q34,eml,Śvèsia,https://eml.wikipedia.org/wiki/%C5%9Av%C3%A8sia
Q3594268,eml,Šiprage,https://eml.wikipedia.org/wiki/%C5%A0iprage
Q5165,eml,1948,https://eml.wikipedia.org/wiki/1948
Q5253,eml,1958,https://eml.wikipedia.org/wiki/1958
Q5202,eml,Almazán,https://eml.wikipedia.org/wiki/Almaz%C3%A1n
Q51,eml,Antàrtid,https://eml.wikipedia.org/wiki/Ant%C3%A0rtid
Q414,eml,Argintìna,https://eml.wikipedia.org/wiki/Argint%C3%ACna
Q48,eml,Asia,https://eml.wikipedia.org/wiki/Asia
Q4604,eml,Confûci,https://eml.wikipedia.org/wiki/Conf%C3%BBci
Q4617,eml,Corbin Bleu,https://eml.wikipedia.org/wiki/Corbin_Bleu
Q4361,eml,Curitiba,https://eml.wikipedia.org/wiki/Curitiba
Q5105,eml,Céline Dion,https://eml.wikipedia.org/wiki/C%C3%A9line_Dion
Q43387,eml,Edirne,https://eml.wikipedia.org/wiki/Edirne
Q5292,eml,Ensiclopedìa,https://eml.wikipedia.org/wiki/Ensicloped%C3%ACa
Q46,eml,Európa,https://eml.wikipedia.org/wiki/Eur%C3%B3pa
Q450675,eml,Francesco (papa),https://eml.wikipedia.org/wiki/Francesco_(papa)
Q413,eml,Fîsica,https://eml.wikipedia.org/wiki/F%C3%AEsica
Q469925,eml,Ghil'ad Zuckermann,https://eml.wikipedia.org/wiki/Ghil%27ad_Zuckermann
Q41,eml,Grécia,https://eml.wikipedia.org/wiki/Gr%C3%A9cia
Q4414537,eml,Guillermo Lasso,https://eml.wikipedia.org/wiki/Guillermo_Lasso
Q5208,eml,Huang Xianfan,https://eml.wikipedia.org/wiki/Huang_Xianfan
Q4842556,eml,Instituto Federal da Bahia,https://eml.wikipedia.org/wiki/Instituto_Federal_da_Bahia
Q4616,eml,Marilyn Monroe,https://eml.wikipedia.org/wiki/Marilyn_Monroe
Q490,eml,Milàn,https://eml.wikipedia.org/wiki/Mil%C3%A0n
Q4918,eml,Mêr Mediteràni,https://eml.wikipedia.org/wiki/M%C3%AAr_Mediter%C3%A0ni
Q517,eml,Napulèòṅ,https://eml.wikipedia.org/wiki/Napul%C3%A8%C3%B2%E1%B9%85
Q507595,eml,Nichi Vendola,https://eml.wikipedia.org/wiki/Nichi_Vendola
Q473466,eml,Paramore,https://eml.wikipedia.org/wiki/Paramore
Q5146,eml,Purtugheṡ,https://eml.wikipedia.org/wiki/Purtughe%E1%B9%A1
Q45,eml,Purtugàl,https://eml.wikipedia.org/wiki/Purtug%C3%A0l
Q544,eml,Sistéma sulàr,https://eml.wikipedia.org/wiki/Sist%C3%A9ma_sul%C3%A0r
Q4688112,eml,Sung Jae-gi,https://eml.wikipedia.org/wiki/Sung_Jae-gi
Q525,eml,Såul,https://eml.wikipedia.org/wiki/S%C3%A5ul
Q43,eml,Turchî,https://eml.wikipedia.org/wiki/Turch%C3%AE
Q495,eml,Turén,https://eml.wikipedia.org/wiki/Tur%C3%A9n
Q55643,eml,Uceàgna,https://eml.wikipedia.org/wiki/Uce%C3%A0gna
Q55,eml,Ulànda,https://eml.wikipedia.org/wiki/Ul%C3%A0nda
Q5582,eml,Vincent van Gogh,https://eml.wikipedia.org/wiki/Vincent_van_Gogh
Q52,eml,Wikipedia,https://eml.wikipedia.org/wiki/Wikipedia
Q432,eml,Ìślam,https://eml.wikipedia.org/wiki/%C3%8C%C5%9Blam
Q577,eml,An,https://eml.wikipedia.org/wiki/An
Q6221,eml,Brëssa,https://eml.wikipedia.org/wiki/Br%C3%ABssa
Q628,eml,Bêrgum,https://eml.wikipedia.org/wiki/B%C3%AArgum
Q6105,eml,Hebe Camargo,https://eml.wikipedia.org/wiki/Hebe_Camargo
Q561147,eml,Joan Fuster,https://eml.wikipedia.org/wiki/Joan_Fuster
Q6279,eml,Joe Biden,https://eml.wikipedia.org/wiki/Joe_Biden
Q6247,eml,Mantva,https://eml.wikipedia.org/wiki/Mantva
Q60,eml,New York,https://eml.wikipedia.org/wiki/New_York
Q634,eml,Pianaid,https://eml.wikipedia.org/wiki/Pianaid
Q6285,eml,Varais,https://eml.wikipedia.org/wiki/Varais
Q7640,eml,1846,https://eml.wikipedia.org/wiki/1846
Q727,eml,Amsterdam,https://eml.wikipedia.org/wiki/Amsterdam
Q78516,eml,Anna Netrebko,https://eml.wikipedia.org/wiki/Anna_Netrebko
Q76,eml,Barack Obama,https://eml.wikipedia.org/wiki/Barack_Obama
Q64,eml,Berlîṅ,https://eml.wikipedia.org/wiki/Berl%C3%AE%E1%B9%85
Q7026,eml,Catalàn,https://eml.wikipedia.org/wiki/Catal%C3%A0n
Q756916,eml,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,https://eml.wikipedia.org/wiki/Centro_Federal_de_Educa%C3%A7%C3%A3o_Tecnol%C3%B3gica_Celso_Suckow_da_Fonseca
Q739,eml,Colombia,https://eml.wikipedia.org/wiki/Colombia
Q83285,eml,Durazzo,https://eml.wikipedia.org/wiki/Durazzo
Q764,eml,Funś,https://eml.wikipedia.org/wiki/Fun%C5%9B
Q8676,eml,Guèra 'd secesiòṅ americàna,https://eml.wikipedia.org/wiki/Gu%C3%A8ra_%27d_secesi%C3%B2%E1%B9%85_americ%C3%A0na
Q794,eml,Iràn,https://eml.wikipedia.org/wiki/Ir%C3%A0n
Q652,eml,Itagliàn,https://eml.wikipedia.org/wiki/Itagli%C3%A0n
Q855,eml,Joseph Stalin,https://eml.wikipedia.org/wiki/Joseph_Stalin
Q762,eml,Leonardo da Vinci,https://eml.wikipedia.org/wiki/Leonardo_da_Vinci
Q8409,eml,Lisàndar Magn,https://eml.wikipedia.org/wiki/Lis%C3%A0ndar_Magn
Q65,eml,Los Angeles,https://eml.wikipedia.org/wiki/Los_Angeles
Q84,eml,Lòndra,https://eml.wikipedia.org/wiki/L%C3%B2ndra
Q649,eml,Måssca,https://eml.wikipedia.org/wiki/M%C3%A5ssca
Q8023,eml,Nelson Mandela,https://eml.wikipedia.org/wiki/Nelson_Mandela
Q787,eml,Nimêl,https://eml.wikipedia.org/wiki/Nim%C3%AAl
Q809,eml,Pulàc,https://eml.wikipedia.org/wiki/Pul%C3%A0c
Q8678,eml,Rio de Janeiro,https://eml.wikipedia.org/wiki/Rio_de_Janeiro
Q83338,eml,Robin Williams,https://eml.wikipedia.org/wiki/Robin_Williams
Q7737,eml,Róss,https://eml.wikipedia.org/wiki/R%C3%B3ss
Q7944,eml,Taramòt,https://eml.wikipedia.org/wiki/Taram%C3%B2t
Q717,eml,Venesüela,https://eml.wikipedia.org/wiki/Venes%C3%BCela
Q641,eml,Venêzia,https://eml.wikipedia.org/wiki/Ven%C3%AAzia
Q849751,eml,York University,https://eml.wikipedia.org/wiki/York_University
Q668,eml,Ìndia,https://eml.wikipedia.org/wiki/%C3%8Cndia
Q664,eml,Śelànda Nóva,https://eml.wikipedia.org/wiki/%C5%9Ael%C3%A0nda_N%C3%B3va
Q9022,eml,Guadalajara (Mèsic),https://eml.wikipedia.org/wiki/Guadalajara_(M%C3%A8sic)
Q96,eml,Mèsic,https://eml.wikipedia.org/wiki/M%C3%A8sic
Q90,eml,Parì,https://eml.wikipedia.org/wiki/Par%C3%AC
Q9960,eml,Ronald Reagan,https://eml.wikipedia.org/wiki/Ronald_Reagan
Q97,eml,Ucéan Atlàntic,https://eml.wikipedia.org/wiki/Uc%C3%A9an_Atl%C3%A0ntic
Q881,eml,Vietnam,https://eml.wikipedia.org/wiki/Vietnam
Q9121,eml,Àtum,https://eml.wikipedia.org/wiki/%C3%80tum
Q118,sc,Abrile,https://sc.wikipedia.org/wiki/Abrile
Q1284,sc,Abrutzu,https://sc.wikipedia.org/wiki/Abrutzu
Q122,sc,Austu,https://sc.wikipedia.org/wiki/Austu
Q108,sc,Bennàlzu,https://sc.wikipedia.org/wiki/Benn%C3%A0lzu
Q13496,sc,Brìndisi,https://sc.wikipedia.org/wiki/Br%C3%ACndisi
Q123,sc,Cabidanni,https://sc.wikipedia.org/wiki/Cabidanni
Q13680,sc,Caltanissetta,https://sc.wikipedia.org/wiki/Caltanissetta
Q1297,sc,Chicago,https://sc.wikipedia.org/wiki/Chicago
Q1072,sc,Coru,https://sc.wikipedia.org/wiki/Coru
Q1067,sc,Dante Alighieri,https://sc.wikipedia.org/wiki/Dante_Alighieri
Q114257,sc,Elbasan,https://sc.wikipedia.org/wiki/Elbasan
Q1263,sc,Emìlia-Romagna,https://sc.wikipedia.org/wiki/Em%C3%AClia-Romagna
Q109,sc,Freàrgiu,https://sc.wikipedia.org/wiki/Fre%C3%A0rgiu
Q1250,sc,Friuli-Venetzia Giulia,https://sc.wikipedia.org/wiki/Friuli-Venetzia_Giulia
Q116341,sc,Korçë,https://sc.wikipedia.org/wiki/Kor%C3%A7%C3%AB
Q1256,sc,Ligùria,https://sc.wikipedia.org/wiki/Lig%C3%B9ria
Q1321,sc,Limba ispagnola,https://sc.wikipedia.org/wiki/Limba_ispagnola
Q1210,sc,Lombardia,https://sc.wikipedia.org/wiki/Lombardia
Q13373,sc,Lucca,https://sc.wikipedia.org/wiki/Lucca
Q105,sc,Lunis,https://sc.wikipedia.org/wiki/Lunis
Q120,sc,Làmpadas,https://sc.wikipedia.org/wiki/L%C3%A0mpadas
Q1282,sc,Làtziu,https://sc.wikipedia.org/wiki/L%C3%A0tziu
Q119,sc,Maju,https://sc.wikipedia.org/wiki/Maju
Q1279,sc,Marcas,https://sc.wikipedia.org/wiki/Marcas
Q111,sc,Marte (praneta),https://sc.wikipedia.org/wiki/Marte_(praneta)
Q127,sc,Martis,https://sc.wikipedia.org/wiki/Martis
Q110,sc,Martzu,https://sc.wikipedia.org/wiki/Martzu
Q13666,sc,Messina,https://sc.wikipedia.org/wiki/Messina
Q126,sc,Nadale,https://sc.wikipedia.org/wiki/Nadale
Q1065,sc,ONU,https://sc.wikipedia.org/wiki/ONU
Q1216,sc,Piemonte,https://sc.wikipedia.org/wiki/Piemonte
Q13375,sc,Pisa,https://sc.wikipedia.org/wiki/Pisa
Q1085,sc,Praga,https://sc.wikipedia.org/wiki/Praga
Q125,sc,Santandria,https://sc.wikipedia.org/wiki/Santandria
Q124,sc,Santuaine,https://sc.wikipedia.org/wiki/Santuaine
Q11860,sc,Silvio Berlusconi,https://sc.wikipedia.org/wiki/Silvio_Berlusconi
Q1299,sc,The Beatles,https://sc.wikipedia.org/wiki/The_Beatles
Q1273,sc,Toscana,https://sc.wikipedia.org/wiki/Toscana
Q121,sc,Trìulas,https://sc.wikipedia.org/wiki/Tr%C3%ACulas
Q13629,sc,Tàtari,https://sc.wikipedia.org/wiki/T%C3%A0tari
Q1404,sc,Uetersen,https://sc.wikipedia.org/wiki/Uetersen
Q132140,sc,Universidade Federal de Minas Gerais,https://sc.wikipedia.org/wiki/Universidade_Federal_de_Minas_Gerais
Q1243,sc,Vènetu,https://sc.wikipedia.org/wiki/V%C3%A8netu
Q1199,sc,Àssia,https://sc.wikipedia.org/wiki/%C3%80ssia
Q1280,sc,Ùmbria,https://sc.wikipedia.org/wiki/%C3%99mbria
Q173,sc,Alabama,https://sc.wikipedia.org/wiki/Alabama
Q1492,sc,Bartzellona,https://sc.wikipedia.org/wiki/Bartzellona
Q1452,sc,Basilicata,https://sc.wikipedia.org/wiki/Basilicata
Q170244,sc,Berat,https://sc.wikipedia.org/wiki/Berat
Q1479,sc,Bordeaux,https://sc.wikipedia.org/wiki/Bordeaux
Q155,sc,Brasile,https://sc.wikipedia.org/wiki/Brasile
Q1486,sc,Buenos Aires,https://sc.wikipedia.org/wiki/Buenos_Aires
Q1458,sc,Calabria,https://sc.wikipedia.org/wiki/Calabria
Q1438,sc,Campània,https://sc.wikipedia.org/wiki/Camp%C3%A0nia
Q16,sc,Canada,https://sc.wikipedia.org/wiki/Canada
Q159106,sc,Centro Federal de Educação Tecnológica de Minas Gerais,https://sc.wikipedia.org/wiki/Centro_Federal_de_Educa%C3%A7%C3%A3o_Tecnol%C3%B3gica_de_Minas_Gerais
Q1748,sc,Copenaghen,https://sc.wikipedia.org/wiki/Copenaghen
Q142,sc,Frantza,https://sc.wikipedia.org/wiki/Frantza
Q157,sc,François Hollande,https://sc.wikipedia.org/wiki/Fran%C3%A7ois_Hollande
Q173690,sc,Gjirokastër,https://sc.wikipedia.org/wiki/Gjirokast%C3%ABr
Q1449,sc,Gènova,https://sc.wikipedia.org/wiki/G%C3%A8nova
Q14759,sc,Limba de sos sinnos americana,https://sc.wikipedia.org/wiki/Limba_de_sos_sinnos_americana
Q150,sc,Limba frantzesa,https://sc.wikipedia.org/wiki/Limba_frantzesa
Q15085,sc,Limba piemontesa,https://sc.wikipedia.org/wiki/Limba_piemontesa
Q165,sc,Mare,https://sc.wikipedia.org/wiki/Mare
Q15143059,sc,Maria Elena Boschi,https://sc.wikipedia.org/wiki/Maria_Elena_Boschi
Q1494,sc,Mississippi (istadu),https://sc.wikipedia.org/wiki/Mississippi_(istadu)
Q1443,sc,Molise,https://sc.wikipedia.org/wiki/Molise
Q1726,sc,Mònacu de Baviera,https://sc.wikipedia.org/wiki/M%C3%B2nacu_de_Baviera
Q1408,sc,New Jersey,https://sc.wikipedia.org/wiki/New_Jersey
Q1447,sc,Pùglia,https://sc.wikipedia.org/wiki/P%C3%B9glia
Q15862,sc,Queen,https://sc.wikipedia.org/wiki/Queen
Q1462,sc,Regione Autònoma de Sardigna,https://sc.wikipedia.org/wiki/Regione_Aut%C3%B2noma_de_Sardigna
Q145,sc,Rennu Unidu,https://sc.wikipedia.org/wiki/Rennu_Unidu
Q159,sc,Rùssia,https://sc.wikipedia.org/wiki/R%C3%B9ssia
Q1460,sc,Sitzìlia,https://sc.wikipedia.org/wiki/Sitz%C3%AClia
Q174,sc,São Paulo,https://sc.wikipedia.org/wiki/S%C3%A3o_Paulo
Q1490,sc,Tokio,https://sc.wikipedia.org/wiki/Tokio
Q148,sc,Tzina,https://sc.wikipedia.org/wiki/Tzina
Q1489,sc,Tzitade de su Mèssicu,https://sc.wikipedia.org/wiki/Tzitade_de_su_M%C3%A8ssicu
Q156406,sc,Universidade Estadual de Feira de Santana,https://sc.wikipedia.org/wiki/Universidade_Estadual_de_Feira_de_Santana
Q159102,sc,Universidade Federal da Bahia,https://sc.wikipedia.org/wiki/Universidade_Federal_da_Bahia
Q159610,sc,Vlorë,https://sc.wikipedia.org/wiki/Vlor%C3%AB
Q15,sc,Àfrica,https://sc.wikipedia.org/wiki/%C3%80frica
Q2035,sc,1901,https://sc.wikipedia.org/wiki/1901
Q2057,sc,1909,https://sc.wikipedia.org/wiki/1909
Q2155,sc,1920,https://sc.wikipedia.org/wiki/1920
Q2162,sc,1921,https://sc.wikipedia.org/wiki/1921
Q19715,sc,1928,https://sc.wikipedia.org/wiki/1928
Q2070,sc,1996,https://sc.wikipedia.org/wiki/1996
Q2091,sc,1999,https://sc.wikipedia.org/wiki/1999
Q1988,sc,2001,https://sc.wikipedia.org/wiki/2001
Q1987,sc,2002,https://sc.wikipedia.org/wiki/2002
Q1986,sc,2003,https://sc.wikipedia.org/wiki/2003
Q2014,sc,2004,https://sc.wikipedia.org/wiki/2004
Q2019,sc,2005,https://sc.wikipedia.org/wiki/2005
Q2021,sc,2006,https://sc.wikipedia.org/wiki/2006
Q2024,sc,2007,https://sc.wikipedia.org/wiki/2007
Q2004,sc,2008,https://sc.wikipedia.org/wiki/2008
Q1996,sc,2009,https://sc.wikipedia.org/wiki/2009
Q1995,sc,2010,https://sc.wikipedia.org/wiki/2010
Q18400,sc,Alatri,https://sc.wikipedia.org/wiki/Alatri
Q1859,sc,Bera Cresia de Gesu,https://sc.wikipedia.org/wiki/Bera_Cresia_de_Gesu
Q1845,sc,Bibbia,https://sc.wikipedia.org/wiki/Bibbia
Q184,sc,Bielorùssia,https://sc.wikipedia.org/wiki/Bielor%C3%B9ssia
Q1891,sc,Bologna,https://sc.wikipedia.org/wiki/Bologna
Q1903,sc,Catania,https://sc.wikipedia.org/wiki/Catania
Q1880,sc,Concepción (Cile),https://sc.wikipedia.org/wiki/Concepci%C3%B3n_(Cile)
Q1877,sc,Dong Hoi,https://sc.wikipedia.org/wiki/Dong_Hoi
Q188500,sc,Elisha Cuthbert,https://sc.wikipedia.org/wiki/Elisha_Cuthbert
Q191,sc,Estònia,https://sc.wikipedia.org/wiki/Est%C3%B2nia
Q190897,sc,Fier,https://sc.wikipedia.org/wiki/Fier
Q2044,sc,Firentze,https://sc.wikipedia.org/wiki/Firentze
Q1794,sc,Francuforte subra su Menu,https://sc.wikipedia.org/wiki/Francuforte_subra_su_Menu
